LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;2 m above gnd;MSL;2 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;MSL;MSL
NAME;;;;;Temperature;Relative Humidity;Mean Sea Level Pressure;Temperature;Temperature;Relative Humidity;Relative Humidity;Mean Sea Level Pressure;Mean Sea Level Pressure
UNIT;;;;;°C;%;hPa;°C;°C;%;%;hPa;hPa
AGGREGATION;;;;;daily mean;daily mean;daily mean;daily max;daily min;daily max;daily min;daily max;daily min
UTC_OFFSET;;;;;1;1;1;1;1;1;1;1;1

Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL]
2004;05;30;00;00;15.68;76.92;1021.32;22.86;7.77;100.00;48.00;1024.40;1018.50
2004;05;31;00;00;15.82;77.67;1019.85;18.93;14.32;98.00;57.00;1021.60;1018.60
2004;06;01;00;00;14.63;89.92;1016.54;15.41;13.11;98.00;74.00;1018.40;1014.70
2004;06;02;00;00;15.01;92.54;1017.80;16.55;13.51;98.00;84.00;1019.50;1015.40
2004;06;03;00;00;13.63;91.67;1022.81;16.47;11.77;98.00;82.00;1024.30;1019.40
2004;06;04;00;00;15.62;86.79;1021.00;18.81;12.07;100.00;71.00;1023.60;1018.50
2004;06;05;00;00;15.32;90.46;1016.94;17.07;12.96;98.00;79.00;1018.30;1015.60
2004;06;06;00;00;15.20;82.75;1018.85;20.41;9.75;100.00;63.00;1020.30;1017.30
2004;06;07;00;00;18.00;78.92;1020.92;24.43;10.80;100.00;58.00;1022.70;1019.50
2004;06;08;00;00;21.91;74.79;1021.71;28.28;13.68;100.00;50.00;1023.10;1020.40
2004;06;09;00;00;24.21;72.00;1021.82;29.51;17.10;100.00;47.00;1023.20;1019.80
2004;06;10;00;00;24.76;70.29;1020.95;29.33;18.90;97.00;46.00;1022.70;1019.20
2004;06;11;00;00;20.82;86.96;1019.31;22.41;18.86;95.00;81.00;1020.20;1017.70
2004;06;12;00;00;17.17;74.62;1021.61;20.06;13.53;91.00;55.00;1024.80;1019.20
2004;06;13;00;00;13.86;78.75;1026.97;16.32;9.97;93.00;72.00;1029.80;1024.50
2004;06;14;00;00;15.84;81.42;1026.98;22.06;11.14;97.00;62.00;1029.90;1024.20
2004;06;15;00;00;18.25;79.58;1020.58;24.07;11.31;98.00;61.00;1025.50;1015.70
2004;06;16;00;00;18.10;80.92;1017.20;20.54;13.51;94.00;65.00;1019.10;1015.40
2004;06;17;00;00;17.12;78.75;1015.92;22.95;11.06;100.00;60.00;1018.90;1012.60
2004;06;18;00;00;15.99;81.38;1010.24;20.39;10.67;96.00;64.00;1012.40;1008.80
2004;06;19;00;00;14.85;81.50;1007.39;18.49;10.83;100.00;67.00;1009.10;1005.00
2004;06;20;00;00;13.52;76.33;1009.09;16.37;10.83;89.00;65.00;1011.50;1007.80
2004;06;21;00;00;14.29;71.29;1013.95;18.35;7.55;92.00;56.00;1015.90;1012.20
2004;06;22;00;00;16.69;85.50;1015.92;20.14;12.70;98.00;75.00;1017.00;1014.00
2004;06;23;00;00;18.29;80.96;1012.27;23.85;13.26;98.00;60.00;1013.60;1009.90
2004;06;24;00;00;16.33;72.83;1015.38;19.42;12.26;94.00;53.00;1017.50;1013.70
2004;06;25;00;00;15.72;73.75;1019.53;18.96;12.27;90.00;60.00;1023.10;1017.10
2004;06;26;00;00;17.18;77.79;1020.99;22.96;9.02;100.00;56.00;1023.10;1019.00
2004;06;27;00;00;21.61;79.42;1020.20;27.71;14.27;100.00;59.00;1023.20;1018.60
2004;06;28;00;00;19.91;78.88;1025.19;22.57;16.63;96.00;63.00;1026.70;1023.40
2004;06;29;00;00;18.87;72.04;1024.19;22.52;13.70;99.00;52.00;1025.80;1022.30
2004;06;30;00;00;20.26;72.83;1018.01;25.67;12.76;100.00;53.00;1022.50;1014.60
2004;07;01;00;00;17.75;78.75;1016.70;20.73;13.72;95.00;62.00;1018.80;1014.30
2004;07;02;00;00;15.10;82.83;1017.69;17.79;10.98;93.00;71.00;1020.40;1015.50
2004;07;03;00;00;14.27;75.83;1020.10;18.98;7.40;94.00;59.00;1021.60;1018.70
2004;07;04;00;00;18.02;75.12;1018.59;23.96;10.95;94.00;58.00;1020.80;1015.80
2004;07;05;00;00;18.68;85.92;1018.07;21.18;13.00;100.00;75.00;1020.10;1015.90
2004;07;06;00;00;18.91;86.17;1019.39;21.85;16.85;98.00;68.00;1020.40;1017.40
2004;07;07;00;00;20.03;87.75;1013.17;25.79;14.84;100.00;72.00;1017.60;1009.20
2004;07;08;00;00;18.57;90.46;1011.20;21.96;16.23;100.00;79.00;1013.50;1008.90
2004;07;09;00;00;14.70;75.75;1015.54;17.96;10.07;92.00;57.00;1019.30;1011.60
2004;07;10;00;00;13.25;80.54;1018.33;16.58;8.63;94.00;68.00;1019.60;1017.30
2004;07;11;00;00;13.59;80.25;1015.29;16.63;11.31;92.00;65.00;1017.50;1013.60
2004;07;12;00;00;13.53;86.71;1013.75;15.63;11.57;96.00;78.00;1016.70;1011.50
2004;07;13;00;00;13.87;86.62;1017.42;16.21;11.60;94.00;80.00;1019.70;1016.30
2004;07;14;00;00;16.32;78.38;1020.38;21.27;12.40;96.00;60.00;1021.50;1019.40
2004;07;15;00;00;18.50;83.29;1019.60;21.23;15.28;91.00;76.00;1020.40;1018.70
2004;07;16;00;00;21.82;75.79;1017.11;26.23;18.08;90.00;60.00;1018.60;1015.50
2004;07;17;00;00;22.48;79.46;1016.53;27.02;17.37;93.00;55.00;1018.00;1015.70
2004;07;18;00;00;23.34;80.33;1016.92;28.03;17.64;100.00;52.00;1018.60;1014.70
2004;07;19;00;00;22.29;78.29;1018.00;26.26;18.39;97.00;60.00;1019.30;1016.20
2004;07;20;00;00;21.94;82.54;1015.80;25.18;18.82;95.00;64.00;1017.20;1014.30
2004;07;21;00;00;22.38;80.08;1017.88;27.49;17.09;100.00;57.00;1019.40;1016.20
2004;07;22;00;00;24.59;76.79;1018.98;28.17;19.58;96.00;59.00;1020.10;1018.50
2004;07;23;00;00;23.75;83.75;1019.65;29.26;19.52;100.00;59.00;1023.10;1017.20
2004;07;24;00;00;20.23;88.29;1022.64;22.15;16.89;98.00;76.00;1023.50;1021.40
2004;07;25;00;00;19.13;79.21;1019.36;24.33;14.68;100.00;57.00;1022.20;1016.80
2004;07;26;00;00;17.00;83.21;1016.79;19.73;14.50;98.00;67.00;1018.60;1015.10
2004;07;27;00;00;16.64;78.96;1019.53;20.38;13.01;92.00;63.00;1021.10;1017.90
2004;07;28;00;00;16.60;78.62;1018.82;23.41;9.92;100.00;57.00;1021.50;1015.50
2004;07;29;00;00;18.98;78.54;1016.42;26.08;11.11;100.00;57.00;1018.20;1014.00
2004;07;30;00;00;22.27;75.96;1018.56;26.90;15.55;99.00;57.00;1020.20;1017.40
2004;07;31;00;00;23.53;72.67;1019.61;28.36;17.41;100.00;53.00;1020.80;1018.20
2004;08;01;00;00;24.04;72.33;1017.64;28.42;18.25;98.00;56.00;1019.20;1015.60
2004;08;02;00;00;24.09;73.29;1014.69;29.09;18.12;99.00;52.00;1016.70;1012.90
2004;08;03;00;00;22.74;81.96;1011.47;28.98;18.06;100.00;60.00;1013.40;1008.60
2004;08;04;00;00;21.25;85.83;1011.25;23.81;18.83;95.00;73.00;1012.00;1010.40
2004;08;05;00;00;21.53;86.62;1010.95;25.41;18.16;100.00;68.00;1012.60;1009.00
2004;08;06;00;00;20.68;90.92;1014.68;23.21;18.99;97.00;77.00;1016.50;1012.40
2004;08;07;00;00;21.31;84.12;1014.46;25.16;18.75;97.00;66.00;1016.60;1012.70
2004;08;08;00;00;22.26;78.79;1010.81;28.25;17.08;100.00;54.00;1012.80;1009.00
2004;08;09;00;00;24.05;74.50;1010.07;29.58;16.57;96.00;55.00;1011.20;1009.10
2004;08;10;00;00;24.06;82.83;1011.51;28.19;19.97;95.00;58.00;1012.90;1009.80
2004;08;11;00;00;22.10;83.46;1012.83;25.41;19.08;98.00;60.00;1016.00;1010.10
2004;08;12;00;00;19.88;90.08;1011.21;25.73;16.02;100.00;71.00;1013.60;1007.30
2004;08;13;00;00;16.31;89.17;1014.33;18.10;14.14;98.00;82.00;1016.70;1012.90
2004;08;14;00;00;16.93;84.71;1020.15;19.30;15.30;91.00;76.00;1023.80;1017.30
2004;08;15;00;00;19.35;80.54;1020.89;24.00;15.42;95.00;64.00;1023.50;1017.80
2004;08;16;00;00;19.65;87.17;1013.19;28.27;14.26;100.00;57.00;1017.30;1008.90
2004;08;17;00;00;21.13;89.25;1009.38;24.52;18.04;98.00;78.00;1011.60;1006.60
2004;08;18;00;00;23.23;78.25;1010.11;27.78;20.07;96.00;53.00;1012.10;1008.80
2004;08;19;00;00;21.10;87.96;1012.77;22.95;19.37;98.00;78.00;1014.00;1010.20
2004;08;20;00;00;18.50;80.50;1013.13;21.48;12.96;98.00;63.00;1014.40;1010.80
2004;08;21;00;00;13.90;86.58;1017.78;16.09;10.85;95.00;78.00;1023.50;1014.10
2004;08;22;00;00;16.22;81.00;1021.47;21.04;12.25;95.00;61.00;1023.70;1018.70
2004;08;23;00;00;20.69;75.42;1017.01;27.45;12.13;100.00;48.00;1019.00;1014.60
2004;08;24;00;00;18.78;90.54;1015.02;20.81;13.16;98.00;79.00;1017.60;1012.20
2004;08;25;00;00;15.90;83.71;1014.90;20.01;12.46;96.00;65.00;1018.00;1012.10
2004;08;26;00;00;14.56;92.83;1016.99;15.69;13.39;96.00;86.00;1021.10;1012.80
2004;08;27;00;00;16.37;83.46;1018.15;21.34;12.95;96.00;65.00;1020.90;1015.70
2004;08;28;00;00;17.10;81.88;1016.14;22.83;10.96;97.00;64.00;1017.50;1014.20
2004;08;29;00;00;17.64;84.50;1017.05;20.68;14.75;97.00;73.00;1017.70;1016.10
2004;08;30;00;00;15.84;86.92;1016.63;18.88;13.04;96.00;75.00;1018.60;1015.30
2004;08;31;00;00;15.22;76.21;1018.95;17.75;13.32;83.00;67.00;1020.00;1017.70
2004;09;01;00;00;15.54;84.00;1017.87;21.90;10.21;100.00;64.00;1020.50;1014.80
2004;09;02;00;00;19.26;81.00;1017.24;26.18;13.31;98.00;57.00;1018.60;1015.30
2004;09;03;00;00;21.73;78.79;1022.58;26.24;16.44;100.00;60.00;1024.90;1019.20
2004;09;04;00;00;21.17;82.67;1026.87;25.83;16.72;99.00;64.00;1027.90;1025.60
2004;09;05;00;00;20.00;80.46;1024.38;26.47;14.53;97.00;57.00;1027.10;1021.70
2004;09;06;00;00;19.50;83.75;1021.76;25.79;14.23;99.00;63.00;1022.70;1019.90
2004;09;07;00;00;20.25;84.29;1024.01;26.04;16.68;99.00;62.00;1026.10;1022.80
2004;09;08;00;00;19.38;80.71;1026.58;25.09;14.11;100.00;58.00;1027.80;1025.20
2004;09;09;00;00;17.57;81.50;1024.78;24.05;11.90;98.00;58.00;1026.80;1022.70
2004;09;10;00;00;19.94;79.29;1020.45;27.94;12.00;98.00;51.00;1023.20;1018.50
2004;09;11;00;00;21.64;77.29;1019.39;24.83;17.45;96.00;61.00;1021.10;1018.20
2004;09;12;00;00;18.02;82.88;1019.15;20.14;15.36;98.00;66.00;1020.60;1016.30
2004;09;13;00;00;17.45;79.50;1015.27;23.05;12.50;100.00;56.00;1018.80;1011.90
2004;09;14;00;00;17.57;90.00;1013.70;19.95;14.79;97.00;76.00;1015.80;1012.40
2004;09;15;00;00;14.72;83.71;1020.07;16.97;12.27;98.00;68.00;1024.10;1016.00
2004;09;16;00;00;13.22;85.12;1024.87;16.26;10.67;99.00;72.00;1026.40;1023.00
2004;09;17;00;00;13.73;85.46;1023.34;19.63;9.68;99.00;64.00;1025.40;1020.70
2004;09;18;00;00;16.08;81.88;1019.32;22.86;11.06;99.00;55.00;1021.80;1016.60
2004;09;19;00;00;14.46;91.88;1019.01;18.76;9.00;96.00;75.00;1021.50;1016.80
2004;09;20;00;00;15.61;86.58;1019.23;20.06;12.21;97.00;66.00;1020.90;1017.20
2004;09;21;00;00;13.01;86.46;1021.01;15.82;9.79;95.00;73.00;1024.60;1019.10
2004;09;22;00;00;12.33;79.38;1022.75;15.34;10.55;89.00;61.00;1024.80;1018.70
2004;09;23;00;00;12.95;92.33;1013.78;14.81;11.11;95.00;88.00;1018.70;1008.50
2004;09;24;00;00;11.59;86.42;1014.08;13.83;9.99;98.00;75.00;1019.30;1008.10
2004;09;25;00;00;10.00;92.12;1021.58;11.07;9.32;97.00;85.00;1023.60;1019.10
2004;09;26;00;00;10.45;90.12;1023.51;12.11;8.88;98.00;80.00;1025.60;1022.20
2004;09;27;00;00;13.52;86.71;1024.07;17.42;10.13;98.00;70.00;1025.80;1021.40
2004;09;28;00;00;15.01;88.50;1021.42;17.10;12.86;99.00;79.00;1022.90;1018.90
2004;09;29;00;00;15.68;88.58;1018.34;18.26;13.37;98.00;76.00;1019.30;1017.00
2004;09;30;00;00;16.50;87.46;1019.76;19.85;13.42;100.00;72.00;1021.00;1018.80
2004;10;01;00;00;16.10;88.54;1020.54;19.12;12.89;100.00;74.00;1021.40;1019.60
2004;10;02;00;00;14.59;85.38;1021.68;18.21;11.66;99.00;68.00;1023.10;1020.80
2004;10;03;00;00;15.55;81.42;1022.70;19.95;11.24;100.00;64.00;1024.70;1020.80
2004;10;04;00;00;18.42;77.67;1017.30;25.73;12.33;93.00;57.00;1020.30;1014.90
2004;10;05;00;00;18.43;75.92;1016.45;26.06;10.21;94.00;51.00;1019.30;1014.00
2004;10;06;00;00;17.05;87.62;1016.97;23.03;12.27;97.00;59.00;1019.20;1014.50
2004;10;07;00;00;15.99;94.33;1017.30;17.41;15.28;97.00;88.00;1018.30;1015.30
2004;10;08;00;00;17.80;87.96;1013.32;22.81;14.40;98.00;70.00;1014.90;1012.10
2004;10;09;00;00;15.12;94.46;1012.63;17.80;13.68;98.00;89.00;1013.50;1011.30
2004;10;10;00;00;13.29;95.62;1010.69;17.38;11.03;97.00;91.00;1013.10;1009.40
2004;10;11;00;00;11.50;89.17;1015.03;14.19;9.51;96.00;79.00;1016.80;1013.30
2004;10;12;00;00;13.68;82.88;1016.81;17.19;9.05;98.00;70.00;1018.10;1015.80
2004;10;13;00;00;13.38;84.50;1016.25;17.14;9.31;99.00;65.00;1019.10;1013.10
2004;10;14;00;00;11.99;87.58;1009.55;14.86;9.01;97.00;68.00;1012.20;1007.00
2004;10;15;00;00;9.98;92.00;1003.73;12.81;8.68;97.00;75.00;1006.30;1001.10
2004;10;16;00;00;8.22;82.71;1004.58;11.23;5.78;92.00;66.00;1006.50;1002.40
2004;10;17;00;00;7.77;89.42;1007.17;10.45;5.93;97.00;80.00;1011.40;1003.10
2004;10;18;00;00;9.82;85.46;1012.43;13.77;6.87;95.00;70.00;1013.10;1011.20
2004;10;19;00;00;10.76;95.54;1010.20;12.55;9.16;98.00;89.00;1012.00;1008.40
2004;10;20;00;00;13.88;94.25;1008.05;16.93;9.71;98.00;81.00;1010.20;1006.50
2004;10;21;00;00;15.68;83.71;1014.94;17.37;12.59;98.00;66.00;1020.30;1007.50
2004;10;22;00;00;15.64;84.00;1019.20;20.91;11.54;100.00;61.00;1021.80;1016.60
2004;10;23;00;00;16.95;80.75;1016.87;22.23;11.19;96.00;59.00;1019.20;1014.90
2004;10;24;00;00;16.48;80.00;1013.58;24.62;7.81;95.00;58.00;1017.10;1010.90
2004;10;25;00;00;14.62;92.29;1013.05;18.16;10.70;98.00;78.00;1014.80;1010.90
2004;10;26;00;00;11.78;96.17;1011.51;13.85;9.61;98.00;94.00;1014.60;1009.00
2004;10;27;00;00;10.33;93.17;1007.05;12.63;8.39;97.00;84.00;1012.90;1003.20
2004;10;28;00;00;12.22;90.83;1002.78;15.31;9.44;98.00;80.00;1005.00;1000.80
2004;10;29;00;00;13.15;89.92;1002.25;16.07;10.34;98.00;75.00;1003.70;1000.60
2004;10;30;00;00;12.60;84.62;1008.56;14.71;9.56;98.00;66.00;1013.70;1003.90
2004;10;31;00;00;10.83;89.92;1014.19;14.98;7.01;99.00;80.00;1017.20;1009.90
2004;11;01;00;00;11.78;90.38;1014.86;13.89;10.49;98.00;78.00;1016.90;1012.10
2004;11;02;00;00;12.35;93.17;1014.77;14.19;10.97;97.00;85.00;1015.80;1013.10
2004;11;03;00;00;14.18;91.83;1016.45;18.30;12.19;100.00;76.00;1018.80;1014.70
2004;11;04;00;00;15.99;87.79;1019.00;20.78;13.05;98.00;62.00;1022.30;1016.80
2004;11;05;00;00;13.38;92.50;1024.73;15.65;9.14;98.00;83.00;1028.50;1021.50
2004;11;06;00;00;8.16;82.62;1025.35;10.50;6.44;96.00;62.00;1027.70;1023.00
2004;11;07;00;00;6.19;92.92;1021.43;7.36;4.88;95.00;87.00;1023.60;1019.60
2004;11;08;00;00;4.80;85.92;1017.90;7.17;3.50;96.00;66.00;1021.30;1014.30
2004;11;09;00;00;3.09;84.88;1012.90;4.38;2.13;94.00;71.00;1014.00;1011.80
2004;11;10;00;00;3.33;86.79;1011.77;6.58;1.34;96.00;65.00;1012.90;1009.90
2004;11;11;00;00;3.41;85.96;1016.81;5.80;1.82;96.00;67.00;1023.40;1011.70
2004;11;12;00;00;4.29;84.62;1022.14;9.04;0.60;100.00;59.00;1024.30;1018.80
2004;11;13;00;00;3.30;91.00;1024.61;6.47;1.75;100.00;69.00;1029.10;1020.00
2004;11;14;00;00;2.34;88.50;1029.46;5.03;-1.26;98.00;68.00;1031.40;1028.20
2004;11;15;00;00;1.10;87.29;1028.68;4.07;-0.41;97.00;66.00;1030.60;1025.30
2004;11;16;00;00;1.79;89.21;1029.73;5.35;-1.55;100.00;74.00;1031.60;1027.70
2004;11;17;00;00;4.16;94.04;1029.25;7.77;1.46;100.00;79.00;1031.30;1027.20
2004;11;18;00;00;6.16;94.33;1021.41;8.03;4.51;99.00;90.00;1026.80;1012.80
2004;11;19;00;00;5.24;83.96;1014.82;7.47;0.62;94.00;66.00;1025.10;1004.60
2004;11;20;00;00;1.61;89.92;1025.26;3.91;-1.39;98.00;78.00;1027.10;1022.40
2004;11;21;00;00;3.46;86.92;1027.73;7.15;0.06;100.00;68.00;1029.80;1026.10
2004;11;22;00;00;7.06;97.17;1024.78;9.68;4.18;100.00;91.00;1025.70;1023.80
2004;11;23;00;00;8.69;97.62;1026.55;9.63;7.97;100.00;94.00;1030.40;1023.70
2004;11;24;00;00;6.77;91.54;1030.08;8.58;4.16;100.00;82.00;1031.20;1029.40
2004;11;25;00;00;4.50;83.75;1028.43;9.55;0.39;96.00;63.00;1030.80;1025.20
2004;11;26;00;00;5.01;91.04;1026.81;10.32;0.82;98.00;78.00;1029.50;1024.20
2004;11;27;00;00;6.83;93.58;1026.33;9.68;5.18;100.00;80.00;1027.20;1025.60
2004;11;28;00;00;7.37;86.08;1017.54;11.08;4.55;96.00;65.00;1024.90;1012.60
2004;11;29;00;00;7.88;94.25;1012.89;9.94;6.14;98.00;83.00;1013.80;1012.20
2004;11;30;00;00;4.77;92.50;1010.53;6.65;3.07;97.00;79.00;1011.80;1008.80
2004;12;01;00;00;4.95;87.58;1009.68;7.80;2.29;100.00;67.00;1011.00;1008.90
2004;12;02;00;00;4.36;86.96;1012.16;9.54;0.57;98.00;65.00;1016.00;1008.50
2004;12;03;00;00;7.52;89.92;1019.58;10.96;4.31;98.00;77.00;1024.00;1016.20
2004;12;04;00;00;7.57;94.29;1026.88;8.93;5.81;97.00;86.00;1029.00;1024.30
2004;12;05;00;00;3.27;95.17;1028.95;5.49;1.07;97.00;92.00;1031.00;1028.10
2004;12;06;00;00;1.96;90.75;1029.20;5.17;-0.16;99.00;73.00;1030.30;1027.80
2004;12;07;00;00;3.65;89.54;1028.49;8.82;0.40;100.00;63.00;1030.40;1026.20
2004;12;08;00;00;2.59;91.79;1027.88;7.21;0.44;98.00;75.00;1029.40;1026.00
2004;12;09;00;00;2.94;92.04;1023.68;7.75;0.32;100.00;77.00;1026.30;1020.20
2004;12;10;00;00;4.41;91.58;1024.00;9.05;1.13;100.00;68.00;1025.70;1022.70
2004;12;11;00;00;3.84;91.08;1026.37;7.18;1.44;99.00;68.00;1027.70;1024.30
2004;12;12;00;00;3.60;90.58;1027.64;8.24;0.62;99.00;70.00;1029.80;1025.60
2004;12;13;00;00;4.30;88.96;1027.90;9.31;0.74;100.00;67.00;1029.10;1026.40
2004;12;14;00;00;4.45;85.67;1028.29;9.70;0.50;98.00;60.00;1030.00;1026.60
2004;12;15;00;00;4.97;83.00;1024.87;10.02;1.65;92.00;63.00;1026.60;1023.50
2004;12;16;00;00;5.78;86.92;1017.88;11.11;1.56;94.00;69.00;1024.40;1011.10
2004;12;17;00;00;6.83;89.54;1007.03;7.98;5.16;94.00;82.00;1012.70;998.20
2004;12;18;00;00;2.60;91.17;1012.70;5.19;-0.17;98.00;79.00;1016.90;1001.00
2004;12;19;00;00;2.12;95.88;1005.46;3.51;1.24;98.00;90.00;1012.60;1000.60
2004;12;20;00;00;-5.38;92.08;1019.47;-1.12;-9.90;100.00;87.00;1023.60;1013.90
2004;12;21;00;00;-2.27;90.38;1025.41;0.71;-5.38;96.00;73.00;1028.90;1023.20
2004;12;22;00;00;-1.18;90.42;1027.51;1.57;-3.71;96.00;72.00;1030.30;1023.90
2004;12;23;00;00;3.23;96.67;1019.84;5.51;0.46;100.00;94.00;1023.90;1016.30
2004;12;24;00;00;6.28;97.96;1013.17;8.08;4.41;100.00;94.00;1018.20;1006.20
2004;12;25;00;00;5.18;93.29;1001.52;7.52;3.59;99.00;82.00;1004.80;999.60
2004;12;26;00;00;3.20;94.88;1003.39;4.00;2.38;97.00;91.00;1008.80;1001.00
2004;12;27;00;00;1.79;92.88;1013.83;2.40;0.52;97.00;86.00;1018.60;1008.80
2004;12;28;00;00;0.77;92.12;1013.83;2.29;-0.56;98.00;77.00;1018.40;1006.90
2004;12;29;00;00;1.81;94.75;1025.22;3.06;0.89;97.00;86.00;1031.90;1019.20
2004;12;30;00;00;1.07;91.96;1034.21;1.98;-0.34;97.00;79.00;1035.40;1032.60
2004;12;31;00;00;2.67;94.17;1030.72;4.06;1.02;100.00;85.00;1032.90;1029.00
2005;01;01;00;00;3.97;97.29;1027.89;5.62;3.07;100.00;92.00;1029.90;1024.50
2005;01;02;00;00;4.31;93.71;1026.50;7.25;2.60;100.00;85.00;1033.20;1021.50
2005;01;03;00;00;3.30;91.54;1036.44;5.65;0.42;100.00;78.00;1039.60;1032.30
2005;01;04;00;00;2.26;88.12;1034.68;7.17;-0.34;97.00;68.00;1039.30;1031.70
2005;01;05;00;00;3.35;87.88;1031.00;8.05;-1.17;95.00;68.00;1033.80;1027.90
2005;01;06;00;00;7.36;92.83;1033.40;9.02;5.86;95.00;88.00;1037.20;1028.00
2005;01;07;00;00;7.16;90.75;1034.33;11.11;3.61;100.00;74.00;1037.70;1030.70
2005;01;08;00;00;5.39;85.96;1026.19;13.00;-0.60;100.00;64.00;1029.40;1023.30
2005;01;09;00;00;8.03;90.21;1028.97;10.72;5.68;95.00;82.00;1031.10;1026.40
2005;01;10;00;00;6.06;85.79;1027.90;13.46;1.66;97.00;66.00;1030.10;1025.00
2005;01;11;00;00;5.01;84.67;1029.84;10.53;0.98;97.00;65.00;1031.70;1027.90
2005;01;12;00;00;6.64;84.75;1026.40;12.32;1.95;98.00;63.00;1029.50;1023.40
2005;01;13;00;00;6.36;88.38;1029.97;8.08;3.75;97.00;79.00;1032.70;1024.30
2005;01;14;00;00;2.31;91.33;1031.79;5.04;-0.64;98.00;79.00;1033.20;1030.50
2005;01;15;00;00;0.89;85.96;1029.08;5.65;-1.80;98.00;63.00;1031.40;1026.70
2005;01;16;00;00;2.41;83.75;1028.31;8.74;-1.81;98.00;61.00;1029.40;1026.60
2005;01;17;00;00;3.82;83.42;1024.95;9.65;0.06;96.00;63.00;1028.90;1019.40
2005;01;18;00;00;4.30;89.42;1007.77;8.23;1.20;97.00;78.00;1018.50;998.90
2005;01;19;00;00;1.64;91.67;1015.46;4.70;-1.02;99.00;83.00;1020.90;1011.00
2005;01;20;00;00;4.37;95.33;1015.47;6.80;1.43;100.00;90.00;1018.80;1011.60
2005;01;21;00;00;6.45;90.54;1012.10;7.87;4.26;100.00;77.00;1016.50;1008.50
2005;01;22;00;00;4.30;80.00;1017.98;6.26;3.27;94.00;62.00;1019.50;1016.40
2005;01;23;00;00;2.11;85.42;1018.55;4.86;-0.77;99.00;69.00;1021.70;1015.60
2005;01;24;00;00;-0.24;88.88;1016.90;1.19;-3.76;97.00;73.00;1020.00;1012.50
2005;01;25;00;00;-2.07;88.25;1019.08;-1.10;-4.13;94.00;74.00;1020.40;1018.00
2005;01;26;00;00;-2.83;87.67;1019.40;-0.89;-5.05;93.00;78.00;1022.10;1017.30
2005;01;27;00;00;-5.25;81.83;1019.60;-2.61;-7.51;88.00;72.00;1021.50;1017.90
2005;01;28;00;00;-3.83;82.88;1014.79;-0.38;-5.23;90.00;67.00;1017.70;1012.60
2005;01;29;00;00;-5.23;89.71;1021.05;-3.49;-7.29;100.00;78.00;1027.90;1015.60
2005;01;30;00;00;-6.00;92.29;1031.20;-2.35;-9.01;96.00;86.00;1032.90;1027.90
2005;01;31;00;00;-2.18;91.25;1031.11;1.12;-5.62;97.00;82.00;1033.00;1027.80
2005;02;01;00;00;1.86;91.79;1027.35;3.56;0.35;97.00;83.00;1032.20;1024.20
2005;02;02;00;00;1.87;94.33;1032.10;2.57;0.60;99.00;90.00;1033.10;1030.50
2005;02;03;00;00;3.07;92.42;1032.17;5.22;1.78;97.00;85.00;1033.60;1030.70
2005;02;04;00;00;1.13;92.08;1031.68;2.51;-1.10;97.00;81.00;1033.90;1029.60
2005;02;05;00;00;-0.57;90.79;1026.65;3.19;-3.14;100.00;73.00;1029.70;1023.30
2005;02;06;00;00;0.86;90.42;1026.16;5.62;-2.78;100.00;70.00;1027.40;1024.30
2005;02;07;00;00;-0.23;88.62;1027.66;4.64;-4.27;99.00;67.00;1029.20;1025.40
2005;02;08;00;00;1.20;88.04;1030.35;6.94;-3.94;97.00;69.00;1032.10;1028.70
2005;02;09;00;00;2.62;85.08;1033.27;7.93;-1.80;95.00;66.00;1034.90;1031.80
2005;02;10;00;00;4.16;93.50;1033.06;8.61;-0.51;100.00;74.00;1035.90;1030.60
2005;02;11;00;00;6.49;94.46;1027.27;8.66;5.22;100.00;79.00;1031.50;1023.20
2005;02;12;00;00;8.02;98.29;1013.30;10.69;5.89;100.00;94.00;1022.60;1006.10
2005;02;13;00;00;3.52;92.29;1003.12;6.48;1.09;97.00;78.00;1008.50;997.10
2005;02;14;00;00;1.34;93.83;1004.87;2.52;0.56;98.00;85.00;1007.70;1002.00
2005;02;15;00;00;0.12;87.00;1007.95;1.31;-1.73;97.00;66.00;1011.90;1002.60
2005;02;16;00;00;-0.67;89.67;1016.37;0.81;-1.59;95.00;79.00;1019.80;1012.20
2005;02;17;00;00;-0.74;89.62;1021.76;0.84;-1.91;96.00;77.00;1024.10;1019.10
